,sentence_1_id,sentence_2_id,sentence_1,sentence_2,label
2885,a439,b1118,"This provided a source of income for the able-bodied poor, who hired out as porters (sometimes simply making off with the goods), and it was especially profitable for the owners of carts and boats.","Although originally an Islamic school, the university established law, medicine, and science departments in the 19th century and was secularized after the founding of the Turkish Republic.Most established universities in Istanbul are backed by the government; the city also has several prominent private institutions.",0
2886,a1193,b1496,After extensive calculations Percival Lowell predicted the possible orbit and location of the hypothetical trans-Neptunian planet and began an extensive search for it in 1906.,"When the German ships at Scapa Flow were scuttled, the four Helgolands were ceded as war reparations to the victorious Allied powers in the sunken ships' stead.",0
2887,a824,b1940,"Spin is measured in units of the reduced Planck constant (ħ), with electrons, protons and neutrons all having spin ½ ħ, or ""spin-½"".","Training in a viscous, buoyant fluid gave a better simulation.",0
2888,a826,b378,"Thus these spins cancel each other out, reducing the total magnetic dipole moment to zero in some atoms with even number of electrons.In ferromagnetic elements such as iron, cobalt and nickel, an odd number of electrons leads to an unpaired electron and a net overall magnetic moment.","It is designed to be capable of hurling projectiles of up to 150 kilograms (330 lb) distances of up to 300 metres (980 ft) and as high as 25 metres (82 ft).On 21 August 2006, the trebuchet claimed the record as the most powerful siege engine of its type when it sent a projectile weighing 13 kilograms (29 lb) a distance of 249 metres (817 ft) at a speed of 195 kilometres per hour (121 mph), beating the previous record held by the trebuchet at Middelaldercentret in Denmark.On 10 April 2015 a thatched boathouse caught fire shortly after a burning cannonball was fired by the trebuchet.Other tourist attractions include ""Flight of the Eagles'"" (a bird show, featuring bald eagles, vultures, and sea eagles),At times during Summer 2018, the castle offered its War of the Roses event with jousting and other action.",0
2889,a1997,b612,"Soon, Roberts' trip was expanded to Indo-China (then known as Annam) and Japan, so two additional sets were struck.Most coin collectors became aware of the 1804 dollar in 1842, when Jacob R. Eckfeldt (son of Adam Eckfeldt) and William E. Du Bois published a book entitled A Manual of Gold and Silver Coins of All Nations, Struck Within the Past Century.By the end of the 19th century, the 1804 dollar had become the most famous and widely discussed of all American coins.","The signal was observed at the same time as a flare of hard X-rays, suggesting a link between the events.",0
2890,a1534,b367,"Ostfriesland served as the division flagship, under the command of Vice Admiral E. Schmidt.The Helgoland-class ships first entered direct combat at 19:20 on the first day of the battle.","With the advent of gunpowder, the position of Keeper of the Artillery was created in 1486.When antiquary John Leland visited the castle some time between 1535 and 1543, he noted that:... the dungeon now in ruin standeth in the west-north-west part of the castle.",0
2891,a1677,b1946,"Three years after their first Cup final, in 1929–30, Arsenal reached Wembley again, this time up against Chapman's old club Huddersfield Town.",The next day Aldrin performed his free-flight EVA.,0
2892,a353,b162,"For example, specimens grown in the laboratory under green light had fruit bodies with short, straight stems and pale orange, large caps with well-developed ridges and pits, an appearance similar to specimens found in the field that were growing under a canopy of green leaves.","The fire brought down the ceiling and walls of the synagogue, creating a 15-foot (4.6 m) pile of rubble.In the aftermath of the fire, the synagogue took steps for the possible demolition of the building.",0
2893,a239,b30,"The record was reissued in October 2011 to commemorate the 20th anniversary of its original release.After U2's 1987 album The Joshua Tree and the supporting Joshua Tree Tour brought them critical acclaim and commercial success,Despite their commercial popularity, the group were dissatisfied creatively; lead vocalist Bono believed they were musically unprepared for their success, while drummer Larry Mullen, Jr. said, ""We were the biggest, but we weren't the best.","Continuing north, the environment around US 23 transitions to rural farm fields as the freeway approaches the south side of the Flint area.West of Grand Blanc, US 23 meets I-75, and the two freeways merge near the Bishop International Airport and continue along the west side of the Flint metro area.",0
2894,a655,b174,"Bülow conducted two concerts, Edward Dannreuther led the orchestra in two concerts.","Because Burke had supported the American colonists in their rebellion against England, his views sent a shockwave through the country.",0
2895,a1854,b1194,"In this task, participants are given partial information about a set of objects, and have to specify what further information they would need to tell whether or not a conditional rule (""If A, then B"") applies.",George Forbes proposed that there were two distant planets.,0
2896,a607,b65,"This indicates that the emissions are being partially blocked by circumstellar matter, which may be the stellar wind from the star HDE 226868.","In each of the game's levels, the player gathers resources, builds a fleet, and uses it to destroy enemy ships and accomplish mission objectives.",0
